ticker,morningstar_name,year,capex,eoy_price,eps,ltdebt,marketcap,ppe,revenue,roe,stdebt,assets,liabilities
APY1,asia pacific specialty chemicals,2000,-3277000.0,0.39,-9.17,10000000.0,26054174.25,45358000.0,206552000.0,0.0355,22000000.0,136081000.0,68173000.0
APZ,aspen,2000,-1007479.0,0.15,-2.52,,48949080.75,,,-0.2291,,14197310.0,1370914.0
AQA,aquila resources,2000,,,0.0,,,3140000.0,,0.0,,5683001.0,
AQC,australian pacific coal,2000,-24728.0,2.2,-14.66,75584.0,12376100.0,118406.0,465131.0,-0.2482,20659.0,2657090.0,267893.0
AQD,ausquest,2000,,,,,,,,,,,
AQE,aequs capital,2000,-3324344.0,0.3,0.68,49301.0,11557289.1,3474891.0,12359856.0,0.1368,2563954.0,17096043.0,10058023.0
AQF,australian governance masters index fund,2000,,,,,,,,,,,
AQI,alicanto minerals,2000,,,,,,,,,,,
AQJ,aus asia minerals,2000,,,,,,,,,,,
AQN,aquirian,2000,,,,,,,,,,,
AQO,ambassador oil and gas,2000,,,,,,,,,,,
AQP,aquarius platinum,2000,-8872043.0,4.0,17.04,32692540.0,192804936.0,83776531.0,71746513.0,0.1471,9367798.0,142186173.0,58153426.0
AQQ,aphrodite gold,2000,,,,,,,,,,,
AQS,aquis entertainment,2000,,,,,,,,,,,
AQX,alice queen,2000,,,,,,,,,,,
AQZ,alliance aviation services,2000,,,,,,,,,,,
AR1,austral resources australia,2000,-130457.0,0.14,-3.25,,7576931.88,137507.0,36000.0,-1.9875,,787792.0,28692.0
AR3,australian rare earths,2000,,,,,,,,,,,
AR9,archtis,2000,,,,,,,,,,,
ARA,ariadne australia,2000,-586000.0,0.43,1.5,12501000.0,97888308.86,,,0.0554,,110124000.0,52612000.0
ARB,arb,2000,-2841033.0,5.1,45.65,6514449.0,57387908.1,16958037.0,59796558.0,0.21739999999999998,345332.0,41612454.0,17982903.0
ARC,arc funds,2000,-238113.0,0.32,2.63,,9328000.0,,,0.0791,,16889915.0,7307930.0
ARD,argent minerals,2000,,,,,,,,,,,
ARE,argonaut resources nl,2000,,0.01,0.24,,10135550.81,9428.0,188821.0,-1.5156,,688661.0,192306.0
ARF,arena reit,2000,,,,,,,,,,,
ARG,argo investments,2000,-77000.0,3.32,17.78,,990733736.67,,,0.049100000000000005,,1307550000.0,142553000.0
ARH,australasian resources,2000,-878057.0,0.07,-0.84,,7720902.59,8457.0,588693.0,-0.8273,,1731752.0,457657.0
ARI,a.c.n 004 410 833,2000,-14800000.0,,121.83,3900000.0,,518300000.0,973900000.0,0.1833,37900000.0,1693800000.0,1465000000.0
ARJ,the ark fund,2000,-559443.0,0.05,-1.71,,3063066.65,,,-0.14679999999999999,,2475775.0,35220.0
ARL,ardea resources,2000,,,,,,,,,,,
ARN,aldoro resources,2000,,,,,,,,,,,
ARO,astro resources nl,2000,-2856000.0,0.3,-8.75,6243000.0,34349798.1,1203000.0,69000.0,-3.1494,106000.0,12338000.0,9862000.0
ARQ1,arc energy,2000,-5857621.0,0.15,-5.47,12200000.0,13474692.5,21556480.0,8978216.0,-0.0115,4000000.0,35257523.0,17416615.0
ARR,american rare earths,2000,,,,,,,,,,,
ARS,alt resources,2000,,,,,,,,,,,
ART,airtasker,2000,0.0,1.34,7.63,270000000.0,896259000.0,,,0.058600000000000006,,1208269000.0,337525000.0
ART1,amp shopping centre trust,2000,0.0,1.34,7.63,270000000.0,896259000.0,,,0.058600000000000006,,1208269000.0,337525000.0
ARU,arafura resources,2000,,,,,,,,,,,
ARV,artemis resources,2000,,,,,,,,,,,
ARX,aroa biosurgery,2000,-208072.0,0.07,-1.78,,14825001.53,385971.0,,-2.54,1019264.0,13851300.0,12042856.0
AS1,angel seafood,2000,,,,,,,,,,,
AS2,askari metals,2000,,,,,,,,,,,
ASB,austal,2000,-12257000.0,2.3,19.3,998000.0,356500000.0,45519000.0,356131000.0,0.5205,3135000.0,138895000.0,80435000.0
ASE1,australian topmaking services,2000,-2063000.0,0.18,-0.34,3880000.0,28237921.56,42808000.0,14360000.0,-0.0277,1362000.0,47104000.0,6798000.0
ASG,autosports,2000,,,,,,,,,,,
ASH,ashley services,2000,,,,,,,,,,,
ASIA,betashares asia technology tigers etf,2000,,,,,,,,,,,
ASM,australian strategic materials,2000,,,,,,,,,,,
ASN,anson resources,2000,,,,,,,,,,,
ASO,aston minerals,2000,,,,,,,,,,,
ASP,aspermont,2000,-152000.0,0.12,2.57,1197000.0,8916387.0,122000.0,2866000.0,0.045700000000000005,15000.0,5282000.0,1837000.0
ASQ,australian silica quartz,2000,,,,,,,,,,,
ASR,asra minerals,2000,-56798.0,0.75,9.28,,7917768.75,582587.0,4073429.0,0.2602,787799.0,6717867.0,3033527.0
ASR1,australian rural,2000,-56798.0,0.75,9.28,,7917768.75,582587.0,4073429.0,0.2602,787799.0,6717867.0,3033527.0
AST,ausnet services,2000,,,,,,,,,,,
ASU,alpha technologies,2000,-119371.0,0.07,-0.86,1589681.0,10658761.78,1160756.0,9177043.0,-0.1736,1337865.0,12227321.0,4857931.0
ASW,advanced share registry,2000,,,,,,,,,,,
ASX,asx,2000,-25634000.0,11.45,53.64,309000.0,1158684341.55,58691000.0,193207000.0,0.38799999999999996,172000.0,254680000.0,105815000.0
ASZ,asg,2000,-668375.0,0.38,-14.07,,17565667.58,1043322.0,675680.0,-0.4496,14088.0,8901836.0,1310924.0
AT1,atomo diagnostics,2000,,,,,,,,,,,
ATA,atturra,2000,,,,,,,,,,,
ATA1,atc alloys,2000,,,,,,,,,,,
ATC,altech chemicals,2000,,,,,,,,,,,
ATE,atherton resources,2000,,,,,,,,,,,
ATEC,betashares s&p/asx australian technology etf,2000,,,,,,,,,,,
ATH,alterity therapeutics,2000,,0.4,-2.63,,20202000.0,156667.0,,-0.064,,20876444.0,147137.0
ATI,atlantic,2000,-5417927.0,0.17,-6.46,2131453.0,5866302.75,5606619.0,2061511.0,-0.22940000000000002,1368488.0,10752463.0,3787001.0
ATL,apollo tourism & leisure,2000,,,,,,,,,,,
ATM,aneka tambang (persero) tbk (pt),2000,-23793671.0,1.08,29.22,29456935.0,265846104.0,222816411.0,294032091.0,0.2189,39664104.0,472374146.0,142105950.0
ATP,atlas pearls,2000,-700599.0,0.24,4.52,3703201.0,13413999.16,2608284.0,7047208.0,0.20559999999999998,,17144601.0,5119407.0
ATR,astron,2000,-3509485.0,0.2,18.14,,2574914.2,6485454.0,32053325.0,0.0709,2951104.0,31004120.0,13197138.0
ATS,australis oil and gas,2000,,,,,,,,,,,
ATU,atrum coal,2000,,,,,,,,,,,
ATV,activeport,2000,-14249.0,0.1,-0.23,,5880160.7,26274.0,88028.0,-0.031200000000000002,,4337653.0,120518.0
ATV1,atlantic gold nl,2000,-14249.0,0.1,-0.23,,5880160.7,26274.0,88028.0,-0.031200000000000002,,4337653.0,120518.0
ATX,amplia therapeutics,2000,,,,,,,,,,,
AU1,the agency  australia,2000,,,,,,,,,,,
AUA,audeara,2000,,,,,,,,,,,
AUB,aub,2000,,,,,,,,,,,
AUC,ausgold,2000,,,,,,,,,,,
AUD,ausdoc,2000,-26343000.0,2.54,-1.07,122103000.0,219679467.14,91033000.0,369651000.0,0.09970000000000001,6336000.0,311369000.0,197816000.0
AUDS,betashares strong australian dollar fund (hedge fund),2000,,,,,,,,,,,
AUE,aurum resource,2000,,,,,,,,,,,
AUE2,ausminerals,2000,,,,,,,,,,,
AUF,asian masters fund,2000,,,,,,,,,,,
AUH,austchina,2000,,,,,,,,,,,
AUI,australian united investment company,2000,0.0,3.35,8.18,,214960357.85,,,0.0365,,252688849.0,6679876.0
AUK,aumake,2000,,,,,,,,,,,
AUL,austar gold,2000,,,,,,,,,,,
AUMF,ishares edge msci australia multifactor etf,2000,,,,,,,,,,,
AUN,aurumin,2000,-384204000.0,2.16,-64.54,406090000.0,1079717055.12,248872000.0,384516000.0,-0.826,2526000.0,934427000.0,570963000.0
AUN1,austar united communications,2000,-384204000.0,2.16,-64.54,406090000.0,1079717055.12,248872000.0,384516000.0,-0.826,2526000.0,934427000.0,570963000.0
AUO,austral coal,2000,-2999000.0,0.18,-24.76,,15045606.0,35257000.0,79930000.0,0.2619,,61609000.0,45971000.0
AUP,aurora property buy-write income trust,2000,,,,,,,,,,,
AUQ,alara resources,2000,,,,,,,,,,,
AUR,auris minerals,2000,,,0.0,1350000.0,,195710.0,,0.0,,6991513.0,1350000.0
AUS,auselect,2000,,,,,,,,,,,
AUST,betashares managed risk australian share fund,2000,,,,,,,,,,,
AUT,auteco minerals,2000,-633388.0,0.02,0.28,1363995.0,2909884.27,3688524.0,23913222.0,0.0964,1671462.0,9031640.0,5197906.0
AUT2,aurora oil & gas,2000,-633388.0,0.02,0.28,1363995.0,2909884.27,3688524.0,23913222.0,0.0964,1671462.0,9031640.0,5197906.0
AUW,australian wealth management,2000,,,,,,,,,,,
AUZ,australian mines,2000,,,,,,,,,,,
AV1,adveritas,2000,,,,,,,,,,,
AVA,ava risk,2000,-253000.0,0.17,-2.55,,27474027.76,449000.0,1137000.0,-0.16760000000000003,,16229000.0,2035000.0
AVB,avanco resources,2000,,,,,,,,,,,
AVC,auctus investment,2000,,,,,,,,,,,
AVD,avada,2000,,,,,,,,,,,
AVE,avecho biotechnology,2000,-148190.0,0.34,-1.43,,49300565.45,167255.0,,-0.056799999999999996,,20859986.0,185250.0
AVE1,aevum,2000,,,,,,,,,,,
AVF,australian value funds management,2000,-1292000.0,0.28,2.97,2885000.0,6116119.52,10980000.0,88881000.0,0.0695,806000.0,22285000.0,12757000.0
AVG,australian vintage,2000,-3452000.0,3.1,15.59,7074000.0,132310390.1,14860000.0,63224000.0,0.1636,1812000.0,64095000.0,23867000.0
AVH,"avita medical, inc",2000,-182249.0,0.05,-1.69,,8440306.95,10245.0,,-0.29460000000000003,,9727236.0,65469.0
AVJ,avjennings,2000,-2515000.0,0.43,9.91,65172000.0,92547322.76,,,0.2231,,342105000.0,194446000.0
AVL,australian vanadium,2000,,,,,,,,,,,
AVM,advance metals,2000,-231715.0,0.04,-0.79,726951.0,4785555.16,17834.0,11000.0,-0.2202,1273495.0,9115087.0,4749457.0
AVM1,anvil mining,2000,-231715.0,0.04,-0.79,726951.0,4785555.16,17834.0,11000.0,-0.2202,1273495.0,9115087.0,4749457.0
AVN,aventus retail property fund,2000,,,,,,,,,,,
AVO,avoca resources,2000,,,,,,,,,,,
AVQ,axiom mining,2000,,,,,,,,,,,
AVR,anteris technologies,2000,-12985000.0,0.15,-13.29,,20603198.1,51439000.0,227287000.0,-0.0040999999999999995,75073000.0,156639000.0,107760000.0
AVR1,avatar industries,2000,-12985000.0,0.15,-13.29,,20603198.1,51439000.0,227287000.0,-0.0040999999999999995,75073000.0,156639000.0,107760000.0
AVS,avastra sleep centres,2000,,,,,,,,,,,
AVT,avt plasma,2000,0.0,0.17,-2.74,,16687737.5,0.0,,-0.2779,,8674337.0,209477.0
AVW,avira resources,2000,,,,,,,,,,,
AVZ,avz minerals,2000,,,,,,,,,,,
AW1,american west metals,2000,,,,,,,,,,,
AWB,awb,2000,-36486000.0,,23.15,,,60643000.0,1626297000.0,0.1007,959928000.0,1818876000.0,1189941000.0
AWC,alumina,2000,-473400000.0,7.66,67.86,2580200000.0,8406610544.98,5193100000.0,3251500000.0,0.1585,364100000.0,10371200000.0,5681500000.0
AWE,awe,2000,-8324000.0,0.37,-4.54,2690000.0,41808340.55,40215000.0,5211000.0,-0.060899999999999996,550000.0,71614000.0,6256000.0
AWJ,auric mining,2000,,,,,,,,,,,
AWN,awn,2000,,,,,,,,,,,
AWV,anova metals,2000,,,,,,,,,,,
AX1,accent,2000,,,,,,,,,,,
AX8,accelerate resources,2000,,,,,,,,,,,
AXA,axa asia pacific,2000,-21000000.0,2.65,19.97,322000000.0,4670449811.15,141000000.0,,0.0978,1842000000.0,26825000000.0,23664000000.0
AXE,archer materials,2000,,,,,,,,,,,
AXG,altria  inc,2000,0.0,,679.69,36427797833.0,,27622743682.0,145046931407.0,0.5671,16138989169.0,142720216606.0,115635379061.0
AXI,axiom properties,2000,-46000.0,0.05,-2.23,16688000.0,7967043.15,,,-0.10779999999999999,,40744000.0,21938000.0
AXL,a.c.n. 603 323 182,2000,,,,,,,,,,,
AXM,apex minerals nl,2000,,,,,,,,,,,
AXN,axon instruments inc,2000,-3684115.0,1.41,1.36,37480.0,642950634.78,3612487.0,51480456.0,0.057800000000000004,329086.0,107053346.0,12123546.0
AXO,aurox resources,2000,,,,,,,,,,,
AXP,axp energy,2000,,,,,,,,,,,
AXP1,"airxpanders, inc",2000,,,,,,,,,,,
AXSBSC,wilson htm smaller companies fund,2000,,,,,,,,,,,
AXT,argo exploration,2000,,,,,,,,,,,
AXZ,amex resources,2000,,,,,,,,,,,
AYA,artrya,2000,,,,,,,,,,,
AYD,australian masters yield fund no 1,2000,,,,,,,,,,,
AYH,australian masters yield fund no 2,2000,,,,,,,,,,,
AYI,a1 investments & resources,2000,,,,,,,,,,,
AYJ,australian masters yield fund no 3,2000,,,,,,,,,,,
AYK,australian masters yield fund no 4,2000,,,,,,,,,,,
AYM,australia united mining,2000,,,,,,,,,,,
AYN,alcyone resources,2000,-2145520.0,0.08,-0.29,,13410286.81,514949.0,1339365.0,-0.0233,14588.0,11392364.0,167571.0
AYS,amaysim australia,2000,,,,,,,,,,,
AYT,austin metals,2000,,,,,,,,,,,
AYT1,adelaide managed funds asset backed yield trust,2000,,,,,,,,,,,
AYX,austofix,2000,,,,,,,,,,,
AYZ,australian masters yield fund no 5,2000,,,,,,,,,,,
AZA,anzon australia,2000,,,,,,,,,,,
AZC,australian zircon nl,2000,-65003.0,0.15,-0.71,34753.0,5118990.9,128234.0,,-0.0593,12449.0,4383977.0,280738.0
AZD,amazing loans,2000,,,,,,,,,,,
AZG,allmine,2000,,,,,,,,,,,
AZH,azimuth resources,2000,,,,,,,,,,,
AZI,altamin,2000,,,,,,,,,,,
AZJ,aurizon,2000,,,,,,,,,,,
AZL,arizona lithium,2000,-27465.0,0.11,-2.16,,7939578.46,60973.0,932733.0,-0.6779999999999999,,2571638.0,280461.0
AZM,azumah resources,2000,,,,,,,,,,,
AZO,apollo gas,2000,,,,,,,,,,,
AZQ,ascot resources,2000,,,,,,,,,,,
AZR,aztec resources,2000,-1690703.0,0.06,-1.15,,6594151.85,97494.0,,-0.1048,,6276682.0,181238.0
AZS,azure minerals,2000,,,,,,,,,,,
AZT,azure health technology,2000,,,,,,,,,,,
AZT2,aston resources,2000,,,,,,,,,,,
AZU,azurn international,2000,,,,,,,,,,,
AZX,auzex resources,2000,,,,,,,,,,,
AZY,antipa minerals,2000,,,,,,,,,,,
B2Y,bounty mining,2000,,,,,,,,,,,
B4P,beforepay,2000,,,,,,,,,,,
BAB,bullabulling gold,2000,,,,,,,,,,,
BAE,barron entertainment,2000,-3105684.0,0.09,-16.17,546022.0,9711045.88,204604.0,9338944.0,-0.22329999999999997,233863.0,31156396.0,27523466.0
BAH,bojun agriculture,2000,,,,,,,,,,,
BAL,bellamy's australia,2000,,,,,,,,,,,
BAM1,british american tobacco australasia,2000,-50945000.0,13.2,58.26,,1986615483.6,308010000.0,3843970000.0,0.248,347927000.0,1384480000.0,803073000.0
BAO,brookfield australian opportunities fund,2000,,,,,,,,,,,
BAP,bapcor,2000,,,,,,,,,,,
BAS,bass oil,2000,,,,,,,,,,,
BAT,battery minerals,2000,,,,,,,,,,,
BAX,baxter,2000,,,,,,,,,,,
BAY,bayrock resources,2000,-2339964.0,8.4,16.48,1240975.0,643481412.0,6049253.0,46956521.0,0.2583,,66860259.0,18175838.0
BAY1,baycorp,2000,-2339964.0,8.4,16.48,1240975.0,643481412.0,6049253.0,46956521.0,0.2583,,66860259.0,18175838.0
BBB,b digital,2000,-1568638.0,0.61,-56.16,,151404440.0,4596380.0,59065067.0,-0.5322,,70348983.0,21977591.0
BBC,bnk banking,2000,,,,,,,,,,,
BBG,billabong international,2000,,,0.0,58900000.0,,10000000.0,263700000.0,0.0,1800000.0,513300000.0,96200000.0
BBI,babcock & brown infrastructure,2000,,,,,,,,,,,
BBL,brisbane broncos,2000,-2112583.0,0.16,2.24,,15686500.96,1272331.0,23883854.0,0.030899999999999997,1092014.0,18493030.0,6355430.0
BBN,baby bunting,2000,,,,,,,,,,,
BBOZ,betashares austalian equities strong bear hedge fund,2000,,,,,,,,,,,
BBR,bora bora resources,2000,,,,,,,,,,,
BBT,bluebet,2000,,,,,,,,,,,
BBUS,betashares u.s. equities strong bear hedge fund - currency hedged,2000,,,,,,,,,,,
BBX,bbx minerals,2000,,,,,,,,,,,
BC8,black cat syndicate,2000,,,,,,,,,,,
BCA,black canyon,2000,,,,,,,,,,,
BCB,bowen coking coal,2000,-623413.0,0.2,2.53,,8615880.4,872025.0,15227712.0,0.1438,8864.0,28192444.0,20974924.0
BCC,beam communications,2000,-143816.0,0.08,-2.06,,10099880.64,199443.0,2900800.0,-0.4594,,6099511.0,684159.0
BCC2,buccaneer energy,2000,,,,,,,,,,,
BCD,bcd resources nl,2000,-20133990.0,0.44,-37.57,29990292.0,30348921.24,16296162.0,12221001.0,-1.9327,3076736.0,39022852.0,38503726.0
BCI,bci minerals,2000,,,,,,,,,,,
BCK,brockman mining,2000,,,,,,,,,,,
BCN,beacon minerals,2000,,,,,,,,,,,
BCO,bcd resources (operations) nl,2000,-5362000.0,0.4,-22.5,15052000.0,28279164.8,25335000.0,,-0.0321,6112000.0,57373000.0,25739000.0
BCS,brisconnections unit trusts,2000,,,,,,,,,,,
BCT,bluechiip,2000,,,,,,,,,,,
BDC,bardoc gold,2000,,,,,,,,,,,
BDG,black dragon gold corp,2000,,,,,,,,,,,
BDL,brandrill,2000,-8496000.0,1.0,4.45,13880000.0,73983195.0,55489000.0,127317000.0,0.0756,19705000.0,123280000.0,80434000.0
BDM,burgundy diamond mines,2000,,,,,,,,,,,
BDM1,biodiem,2000,,,,,,,,,,,
BDR,beadell resources,2000,,,,,,,,,,,
BDS,bridgestone australia,2000,-13594000.0,1.15,-18.9,,41997365.2,105209000.0,484091000.0,0.0197,46237000.0,338533000.0,201614000.0
BDT,birddog technology,2000,,,,,,,,,,,
BDX,bcal diagnostics,2000,,,,,,,,,,,
BEAR,betashares australian equities bear hedge fund,2000,,,,,,,,,,,
BEC,becton property,2000,,,,,,,,,,,
BEE,broo,2000,,,,,,,,,,,
BEG,bluenergy,2000,0.0,1.35,-4.55,,28850006.25,689883.0,504006.0,0.17149999999999999,,3236676.0,285462.0
BEI,babcock & brown environmental investments,2000,-178303.0,0.12,-9.68,,6966015.75,,2489445.0,-0.2874,1021924.0,7858796.0,1874830.0
BEL,bentley capital,2000,0.0,1.0,28.39,,38942213.0,,,0.2985,,44952000.0,7989000.0
BEM,blackearth minerals nl,2000,,,,,,,,,,,
BEN,bendigo and adelaide bank,2000,-9779000.0,4.92,27.51,,416222957.04,,,0.1103,,4913356000.0,4624999000.0
BET,betmakers technology,2000,,,,,,,,,,,
BEX,bikeexchange,2000,,,,,,,,,,,
BEZ,besra gold inc,2000,,,,,,,,,,,
BFC,beston global food company,2000,,,,,,,,,,,
BFG,bell financial,2000,,,,,,,,,,,
BFL,bsp financial,2000,,,,,,,,,,,
BGA,bega cheese,2000,,,,,,,,,,,
BGD,barton gold,2000,-19074.0,0.19,-1.74,466990.0,19608154.85,4147690.0,193185.0,-0.2876,104508.0,6958821.0,1066485.0
BGF,ballarat goldfields nl,2000,-260239.0,0.07,-29.57,173854.0,6732775.53,960661.0,1017956.0,-1.7033,303342.0,17855461.0,1433222.0
BGG,blackgold international,2000,,,,,,,,,,,
BGH,bligh resources,2000,,,,,,,,,,,
BGL,bellevue gold,2000,,,,,,,,,,,
BGL2,bigair,2000,,,,,,,,,,,
BGN,bresagen,2000,-385000.0,1.31,-11.4,23000.0,46209798.05,541000.0,2149000.0,-0.1583,47000.0,22532000.0,1416000.0
BGO,ballarat south gold,2000,,,,,,,,,,,
BGP,briscoe  australasia,2000,,,,,,,,,,,
BGT,bio-gene technology,2000,,,,,,,,,,,
BHD,benjamin hornigold,2000,,,,,,,,,,,
BHG,beauty health,2000,-1158301.0,0.12,-6.0,1411173.0,12875616.38,6983625.0,13276448.0,-0.4987,809133.0,12632051.0,5254453.0
BHL,boyuan,2000,,,,,,,,,,,
BHL1,bidvest plc,2000,-32683858.0,2.9,45.18,,568676341.0,153426456.0,2563970869.0,0.3922,53775071.0,595191021.0,403030085.0
BHP,bhp,2000,-1475000000.0,19.75,89.54,5868000000.0,35184491509.75,17567000000.0,23557000000.0,0.1812,2530000000.0,29344000000.0,18339000000.0
BHU,beacon hill resources plc,2000,,,,,,,,,,,
BHYB,betashares australian major bank hybrids index etf,2000,,,,,,,,,,,
BID,bill identity,2000,,,,,,,,,,,
BIG,big un,2000,,,,,,,,,,,
BILL,ishares core cash etf,2000,,,,,,,,,,,
BIM,bindi metals,2000,,,,,,,,,,,
BIN,bingo industries,2000,,,,,,,,,,,
BIO,biome australia,2000,,,,,,,,,,,
BIQ,"buildingiq, inc",2000,,,,,,,,,,,
BIR,bir financial,2000,,,,,,,,,,,
BIR1,burswood,2000,-30109000.0,0.65,8.09,263460000.0,261351748.45,502724000.0,369093000.0,0.0596,1888000.0,850153000.0,354278000.0
BIS,bisalloy steel,2000,,,,,,,,,,,
BIT,biotron,2000,,,0.0,,,0.0,,0.0,,42221000.0,
BIV,blue capital,2000,,,2.07,,,,,0.1002,,9438231.0,2093430.0
BKA,buka minerals,2000,0.0,0.28,-0.66,,23426667.04,18000.0,124000.0,-0.0169,,32325000.0,305000.0
BKG,booktopia,2000,,,,,,,,,,,
BKI,bki investment company,2000,,,,,,,,,,,
BKL,blackmores,2000,-1361000.0,5.8,36.2,,86255193.0,11464000.0,79745000.0,0.3091,6400000.0,41175000.0,23759000.0
BKM,bkm management,2000,-69510.0,0.07,-3.22,,3626437.94,154606.0,369293.0,-0.6359,,2426884.0,179323.0
BKN,bradken,2000,,,,,,,,,,,
BKR,broadcast production services,2000,-2572000.0,0.14,-13.91,4068000.0,9855429.78,5118000.0,53170000.0,0.114,2499000.0,43586000.0,25636000.0
BKT,black rock mining,2000,,,,,,,,,,,
BKW,brickworks,2000,-19964000.0,40.15,326.49,,528870254.0,198609000.0,168402000.0,0.0929,,514492000.0,51348000.0
BKY,berkeley energia,2000,,,,,,,,,,,
BLA,blue sky alternative investments,2000,,,,,,,,,,,
BLD,boral,2000,-117100000.0,2.1,31.72,1002600000.0,1192905373.8,2123000000.0,2481700000.0,0.1016,4900000.0,3873100000.0,2095700000.0
BLE,blue ensign technologies,2000,-321605.0,0.1,-10.17,,6646315.8,309656.0,375451.0,-0.7587999999999999,,4922818.0,396729.0
BLG,bluglass,2000,,,,,,,,,,,
BLR,black range minerals,2000,-218556.0,0.28,-3.76,,36868896.18,245570.0,139000.0,-0.7339,9000000.0,13612353.0,11004095.0
BLT,benitec biopharma,2000,-200966.0,0.12,-1.83,190821.0,6974060.8,436186.0,838425.0,-2.4112,180748.0,2456012.0,1995651.0
BLU,blue energy,2000,-55037.0,0.7,12.22,,10225805.8,30268.0,9578802.0,0.0431,7500000.0,26247110.0,8384930.0
BLU1,bluefreeway,2000,,,,,,,,,,,
BLV,blossomvale,2000,,,,,,,,,,,
BLX,beacon lighting,2000,,,,,,,,,,,
BLY,boart longyear,2000,,,,,,,,,,,
BLZ,blaze minerals,2000,0.0,0.09,-2.16,1309574.0,3744002.25,219242.0,2216529.0,-4.6967,1000000.0,3206224.0,2927157.0
BMB,balamara resources,2000,-320178.0,0.72,-2.3,9808.0,75722407.2,411504.0,3791011.0,-0.07690000000000001,17154.0,23125785.0,7871492.0
BME,black mountain energy,2000,,,,,,,,,,,
BMG,bmg resources,2000,,,,,,,,,,,
BMG1,battle mountain gold company,2000,-49300000.0,3.4,-55.2,,,299600000.0,235300000.0,-2.7617000000000003,32600000.0,568500000.0,384700000.0
BMH,baumart,2000,,,,,,,,,,,
BML,boab metals,2000,,,,,,,,,,,
BMM,balkan mining and minerals,2000,,,,,,,,,,,
BMM1,bellamel mining,2000,,,,,,,,,,,
BMN,bannerman energy,2000,,,,,,,,,,,
BMO,bastion minerals,2000,,,,,,,,,,,
BMR,ballymore resources,2000,-137199.0,0.55,5.44,2359057.0,8642129.1,,,0.0888,,34810511.0,19659865.0
BMR1,balmoral,2000,-137199.0,0.55,5.44,2359057.0,8642129.1,,,0.0888,,34810511.0,19659865.0
BMS,basin minerals,2000,,0.18,-2.95,10099.0,7524003.6,103976.0,2942.0,-0.1675,15910.0,5582147.0,101540.0
BMT,beamtree,2000,,,,,,,,,,,
BMX,bemax resources,2000,-68224.0,0.18,-2.95,126200.0,9598464.36,354368.0,167325.0,-0.0872,11243.0,5750805.0,297810.0
BNB,babcock & brown,2000,,,,,,,,,,,
BNC,bioniche life sciences inc,2000,,,,,,,,,,,
BND,bandanna energy,2000,,,,,,,,,,,
BNDS,betashares legg mason australian bond fund (managed fund),2000,,,,,,,,,,,
BNK,banksia wines,2000,,,0.0,5267000.0,,10834000.0,27447000.0,0.0,1394000.0,63798000.0,17797000.0
BNKS,betashares global banks etf - currency hedged,2000,,,,,,,,,,,
BNL,blue star helium,2000,-3318656.0,0.19,-1.48,,18831359.8,1104603.0,2884814.0,0.0126,,17115558.0,135011.0
BNO,bionomics,2000,-632383.0,0.98,-9.62,50000.0,23602545.4,435220.0,,-0.2803,,5307946.0,245925.0
BNR,bulletin resources,2000,,,,,,,,,,,
BNT,bounty mining,2000,,,,,,,,,,,
BNZ,benz mining corp,2000,,,,,,,,,,,
BOA,boadicea resources,2000,,,,,,,,,,,
BOC,bougainville copper,2000,,0.13,2.4,,52208325.0,334496947.0,20757.0,0.0538,,200803418.0,21719169.0
BOD,bod australia,2000,,,,,,,,,,,
BOE,boss energy,2000,,,,,,,,,,,
BOK,black oak minerals,2000,,,,,,,,,,,
BOL,boom logistics,2000,,,,,,,,,,,
BON1,bonaparte diamond mines nl,2000,,,,,,,,,,,
BOND,spdr s&p/asx australian bond fund,2000,,,,,,,,,,,
BOP,birch and prestige investment,2000,,,,,,,,,,,
BOQ,bank of queensland,2000,-494818000.0,5.38,36.31,,385839423.7,,,0.12380000000000001,,3689616000.0,3509956000.0
BOT,botanix pharmaceuticals,2000,-3770132.0,0.14,-6.28,,7507617.58,,13253000.0,-0.301,,5268000.0,118000.0
BOW,bow energy,2000,,,,,,,,,,,
BOY,burrup,2000,,,,,,,,,,,
BPA,brookfield prime property fund,2000,,,,,,,,,,,
BPC,"burns, philp and company",2000,-38200000.0,0.42,15.65,1192600000.0,226314537.54,615900000.0,1293700000.0,0.6901,27700000.0,1596700000.0,1467100000.0
BPF,bulletproof,2000,,,,,,,,,,,
BPG,byte power,2000,-326317.0,0.18,-5.24,474293.0,9939507.77,1056279.0,8880247.0,-0.10369999999999999,369102.0,13028471.0,2542439.0
